"game_title";"release_date";"price";"total_reviews";"genre";"developper";"publisher";"link-href";"description"
"Green Hell";"5 sept. 2019";"28.99";"63925";"Action, Aventure, Indépendant, Simulation";"Creepy Jar";"Creepy Jar";"https://store.steampowered.com/app/815370/Green_Hell/?snr=1_7_7_230_150_19";"Plongez dans ce jeu de survie en monde ouvert et découvrez une jungle inexplorée. Utilisez des techniques de survie pour créer, chasser, combattre et trouver des ressources. Construisez un abri ou une forteresse, soignez-vous et maintenez votre santé mentale. Survivez en solo ou avec vos amis."
"Half-Life: Alyx";"23 mars 2020";"77.99";"87138";"Action, Aventure";"Valve";"Valve";"https://store.steampowered.com/app/546560/HalfLife_Alyx/?snr=1_7_7_230_150_19";"Half-Life: Alyx marque le retour, en VR, de Valve dans l'univers de Half-Life. Situé entre les événements de Half-Life et de Half-Life 2, le jeu retrace l'histoire d'un combat impossible contre un groupe d'extraterrestres cruels connu sous le nom du Cartel."
"Barony";"23 juin 2015";"25.99";"8505";"Action, Aventure, Indépendant, RPG";"Turning Wheel LLC";"Turning Wheel LLC";"https://store.steampowered.com/app/371970/Barony/?snr=1_7_7_230_150_19";"Barony is the premier first-person roguelike with cooperative play! Adventure alone, or gather a party with iconic and unusual RPG classes to face off against the brutal dungeons. Test your resourcefulness, wits, and friendships, on your quest to lift the evil lich's curse!"
"Undertale";"15 sept. 2015";"10.99";"269513";"Indépendant, RPG";"tobyfox";"tobyfox";"https://store.steampowered.com/app/391540/Undertale/?snr=1_7_7_230_150_19";"UNDERTALE! The RPG game where you don't have to destroy anyone."
"Sniper Elite: Resistance";"30 janv. 2025";"64.99";"3244";"Action, Aventure";"Rebellion";"Rebellion";"https://store.steampowered.com/app/2169200/Sniper_Elite_Resistance/?snr=1_7_7_230_150_19";"Sniper Elite revient avec un nouvel agent. Infiltrez la France occupée et combattez aux côtés de la Résistance pour empêcher les Nazis de développer une arme aussi puissante que sournoise, qui risque de faire basculer le cours de la guerre."
"Star Wars Outlaws";"21 nov. 2024";"89.99";"6203";"Action, Aventure";"Massive Entertainment – A Ubisoft Studio";"Ubisoft";"https://store.steampowered.com/app/2842040/Star_Wars_Outlaws/?snr=1_7_7_230_150_19";"Découvrez le tout premier jeu Star Wars™ en monde ouvert et explorez des lieux mémorables, légendaires ou inédits, dans toute la galaxie. Risquez le tout pour le tout dans la peau de la hors-la-loi Kay Vess, déterminée à gagner sa liberté et à débuter une nouvelle vie."
"The Precinct";"13 mai 2025";"38.99";"5916";"Action, Indépendant, Simulation";"Fallen Tree Games Ltd";"Kwalee";"https://store.steampowered.com/app/490110/The_Precinct/?snr=1_7_7_230_150_19";"Averno, 1983. Les gangs font la loi et gangrènent toute la ville. Débarrassez la cité de ces malfrats, lancez-vous dans des courses-poursuites haletantes et découvrez la vérité derrière la mort de votre père, dans ce jeu d'action policier néon-noir en bac à sable."
"Demonologist";"25 sept. 2023";"25.99";"17581";"Action, Aventure, Indépendant";"Clock Wizard Games";"Clock Wizard Games";"https://store.steampowered.com/app/1929610/Demonologist/?snr=1_7_7_230_150_19";"Demonologist est un jeu d'horreur en coopération qui peut être joué avec au moins 1 et jusqu'à 4 joueurs. Votre objectif est d'identifier le type d'esprit maléfique dans les lieux maudits et de l'exorciser à l'aide de votre équipement, seul ou en équipe."
"Automation - The Car Company Tycoon Game";"12 mars 2015";"38.99";"14471";"Indépendant, Course automobile, Simulation, Stratégie, Accès anticipé";"Camshaft Software Ltd";"Camshaft Software Ltd";"https://store.steampowered.com/app/293760/Automation__The_Car_Company_Tycoon_Game/?snr=1_7_7_230_150_18";"Make your dream cars a reality with Automation’s unparalleled car and engine design tools. Gain a competitive edge through smart engineering and business decisions to help you build an automotive empire. Will you become an industry leader, or just a footnote in automotive history?"
"SWORN";"23 sept. 2025";"32.5";"2556";"Action, Indépendant, RPG";"Windwalk Games";"Team17";"https://store.steampowered.com/app/1763250/SWORN/?snr=1_7_7_230_150_18";"SWORN est un jeu d'action coopératif de type rogue-like qui se joue de 1 à 4 joueurs. Partez à la reconquête d'un Camelot en perdition sous le règne d'un Arthur corrompu et de ses chevaliers de la Table ronde."
"Nine Sols";"29 mai 2024";"38.99";"30006";"Action, Aventure, Indépendant";"RedCandleGames";"RedCandleGames";"https://store.steampowered.com/app/1809540/Nine_Sols/?snr=1_7_7_230_150_18";"Nine Sols est un jeu d'action/plateforme 2D dessiné à la main avec une riche histoire et des combats de déviation inspirés de Sekiro. Voyagez dans une fantasy asiatique, explorez une terre autrefois habitée par une race extraterrestre et suivez un héros en quête de vengeance contre les 9 Sols."
"Marvel’s Spider-Man: Miles Morales";"18 nov. 2022";"64.99";"31668";"Action, Aventure";"Insomniac Games";"PlayStation Publishing LLC";"https://store.steampowered.com/app/1817190/Marvels_SpiderMan_Miles_Morales/?snr=1_7_7_230_150_18";"Après les événements de Marvel’s Spider-Man Remastered, le jeune Miles Morales s'adapte à sa nouvelle vie dans les pas de son mentor, Peter Parker, en tant que nouveau Spider-Man. Quand une lutte de pouvoir menace de détruire sa ville, Miles doit endosser la tenue de Spider-Man et s'en montrer digne"
"Marvel’s Spider-Man: Miles Morales";"18 nov. 2022";"64.99";"31668";"Action, Aventure";"Nixxes Software";"PlayStation Publishing LLC";"https://store.steampowered.com/app/1817190/Marvels_SpiderMan_Miles_Morales/?snr=1_7_7_230_150_18";"Après les événements de Marvel’s Spider-Man Remastered, le jeune Miles Morales s'adapte à sa nouvelle vie dans les pas de son mentor, Peter Parker, en tant que nouveau Spider-Man. Quand une lutte de pouvoir menace de détruire sa ville, Miles doit endosser la tenue de Spider-Man et s'en montrer digne"
"Buckshot Roulette";"4 avr. 2024";"3.89";"91386";"Action, Indépendant, Simulation";"Mike Klubnika";"CRITICAL REFLEX";"https://store.steampowered.com/app/2835570/Buckshot_Roulette/?snr=1_7_7_230_150_18";"Jouez à la roulette russe avec une arme de calibre 12. Quatre personnes entrent. Une seule sort. Jouez votre vie avec des dés. Bonne chance."
"Mortal Sin";"29 aout 2025";"32.5";"4651";"Action, Indépendant, RPG";"Nikola Todorovic";"Nikola Todorovic";"https://store.steampowered.com/app/1494810/Mortal_Sin/?snr=1_7_7_230_150_18";"Mortal Sin est un rogue-like chaotique et sanguinolent où le talent est le pouvoir— et l'excès de confiance signifie: la mort. Frayez-vous un chemin dans un cauchemar généré de façon procédural à coup de combos brutaux et spectaculaires."
"Teardown";"21 avr. 2022";"39.99";"107254";"Action, Indépendant, Simulation, Stratégie";"Tuxedo Labs";"Tuxedo Labs";"https://store.steampowered.com/app/1167630/Teardown/?snr=1_7_7_230_150_18";"Préparez le casse parfait dans un monde virtuel en voxel entièrement destructible. Détruisez les murs avec des véhicules ou des explosifs pour créer des passages. Utilisez l'environnement à votre avantage en laissant libre cours à votre créativité."
"Void Crew";"25 nov. 2024";"34.99";"6018";"Action, Aventure";"Hutlihut Games";"Focus Entertainment";"https://store.steampowered.com/app/1063420/Void_Crew/?snr=1_7_7_230_150_18";"Void Crew est un roguelite coop chaotique pour 1 à 6 joueurs : équipez votre vaisseau et vos membres d'équipage, lancez-vous dans des quêtes palpitantes, affrontez de féroces ennemis, et surtout... ne cédez pas à la panique !"
"Construction Simulator";"20 sept. 2022";"39.99";"8889";"Occasionnel, Simulation";"weltenbauer. Software Entwicklung GmbH";"astragon Entertainment";"https://store.steampowered.com/app/1273400/Construction_Simulator/?snr=1_7_7_230_150_18";"Construction Simulator est de retour, plus grand et plus impressionnant que jamais ! Réalisez votre ambition de devenir un entrepreneur de la construction renommé en donnant vie à votre entreprise avec l'aide de Hape, votre mentor."
"FANTASY LIFE i : La voleuse de temps";"21 mai 2025";"79.99";"9738";"RPG";"LEVEL5 Inc.";"LEVEL5 Inc.";"https://store.steampowered.com/app/2993780/FANTASY_LIFE_i__La_voleuse_de_temps/?snr=1_7_7_230_150_18";"Découvrez ce nouveau jeu de rôle social « tranquille » dans lequel vous pouvez jouer et intervertir librement entre 14 professions uniques, aussi appelées « carrières, » pour profiter d'une vie insouciante dans un monde utopique."
"The King is Watching";"21 juil. 2025";"19.49";"5297";"Indépendant, Stratégie";"Hypnohead";"tinyBuild";"https://store.steampowered.com/app/2753900/The_King_is_Watching/?snr=1_7_7_230_150_18";"Découvrez The King is Watching, un jeu de construction de royaume dans lequel vous régnez par la seule force de votre regard ! Produisez des ressources, formez des troupes, ou cherchez le juste équilibre entre puissance économique et militaire tout en vous adaptant à de multiples événements !"
"Barotrauma";"13 mars 2023";"49.99";"54581";"Action, Indépendant, Simulation, Stratégie";"FakeFish";"Daedalic Entertainment";"https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_230_150_17";"Barotrauma est une simulation de sous-marin 2D en coop intégrant des éléments de survival horror et de RPG. Dirigez un submersible, remplissez des missions, affrontez des monstres, réparez des fuites et fabriquez des objets. Mais méfiance, le danger frappe sans prévenir !"
"Barotrauma";"13 mars 2023";"49.99";"54581";"Action, Indépendant, Simulation, Stratégie";"Undertow Games";"Daedalic Entertainment";"https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_230_150_17";"Barotrauma est une simulation de sous-marin 2D en coop intégrant des éléments de survival horror et de RPG. Dirigez un submersible, remplissez des missions, affrontez des monstres, réparez des fuites et fabriquez des objets. Mais méfiance, le danger frappe sans prévenir !"
"Farming Simulator 22";"22 nov. 2021";"38.99";"64968";"Simulation";"Giants Software";"Giants Software";"https://store.steampowered.com/app/1248130/Farming_Simulator_22/?snr=1_7_7_230_150_17";"Créez votre exploitation, et que la récolte soit bonne ! Cultivez vos plantes, occupez-vous des animaux, gérez vos productions et relevez les défis des saisons."
"Oxygen Not Included";"30 juil. 2019";"27.99";"124526";"Indépendant, Simulation";"Klei Entertainment";"Klei Entertainment";"https://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_230_150_17";"Oxygen Not Included is a space-colony simulation game. Deep inside an alien space rock your industrious crew will need to master science, overcome strange new lifeforms, and harness incredible space tech to survive, and possibly, thrive."
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"Wilnyl";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_17";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"Philip";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_17";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"thePetHen";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_17";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"Skog";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_17";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"Zorro";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_17";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
"Wobbly Life";"18 sept. 2025";"32.5";"27521";"Action, Aventure, Occasionnel, Indépendant, Simulation";"RubberBandGames";"RubberBandGames";"https://store.steampowered.com/app/1211020/Wobbly_Life/?snr=1_7_7_230_150_17";"Wobbly Life est un jeu bac à sable en monde ouvert basé sur la physique. Joue avec tes amis en ligne ou en coop local et découvrez ensemble des jobs palpitants, des mini-jeux et des missions déjantées. Gagne de l'argent pour acheter des habits, des véhicules et des maisons. Il y a tant à explorer !"
"Monster Hunter: World";"8 aout 2018";"49.99";"303040";"Action";"CAPCOM Co.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/582010/Monster_Hunter_World/?snr=1_7_7_230_150_17";"Bienvenue dans le Nouveau Monde ! ""Monster Hunter: World"" offre une dimension de jeu et une liberté sans commune mesure avec les précédents épisodes. Les chasseurs pourront utiliser un arsenal varié pour chasser un bestiaire unique dans un monde fabuleux !"
"Monster Hunter: World";"8 aout 2018";"49.99";"303040";"Action";"Ltd.";"CAPCOM Co., Ltd.";"https://store.steampowered.com/app/582010/Monster_Hunter_World/?snr=1_7_7_230_150_17";"Bienvenue dans le Nouveau Monde ! ""Monster Hunter: World"" offre une dimension de jeu et une liberté sans commune mesure avec les précédents épisodes. Les chasseurs pourront utiliser un arsenal varié pour chasser un bestiaire unique dans un monde fabuleux !"
"The Bazaar";"13 aout 2025";"25.99";"4370";"Stratégie";"Tempo";"Tempo";"https://store.steampowered.com/app/1617400/The_Bazaar/?snr=1_7_7_230_150_16";"The Bazaar is a fast-paced multiplayer Roguelike where every run is a new puzzle. Choose from unique heroes, uncover powerful combos, and outwit your opponents in a dynamic, ever-changing marketplace. Play at your own pace while discovering endless ways to win."
"Wobbly Life";"18 sept. 2025";"32.5";"27521";"Action, Aventure, Occasionnel, Indépendant, Simulation";"RubberBandGames";"RubberBandGames";"https://store.steampowered.com/app/1211020/Wobbly_Life/?snr=1_7_7_230_150_16";"Wobbly Life est un jeu bac à sable en monde ouvert basé sur la physique. Joue avec tes amis en ligne ou en coop local et découvrez ensemble des jobs palpitants, des mini-jeux et des missions déjantées. Gagne de l'argent pour acheter des habits, des véhicules et des maisons. Il y a tant à explorer !"
"WWE 2K25";"13 mars 2025";"79.99";"2659";"Simulation, Sport";"Visual Concepts";"2K";"https://store.steampowered.com/app/2878960/WWE_2K25/?snr=1_7_7_230_150_16";"Feiere The Bloodline im Showcase. Tritt online in Mein GM an. Erweitertes Gameplay mit Intergender-Wrestling, Kettenwrestling, Sprüngen von den Absperrungen, die Rückkehr von Promos & mehr!"
"Content Warning";"1 avr. 2024";"10.49";"61471";"Action, Aventure, Indépendant";"Wilnyl";"Landfall";"https://store.steampowered.com/app/2881650/Content_Warning/?snr=1_7_7_230_150_16";"Filmez vos amis en train de faire des choses terrifiantes pour devenir célèbre sur SpöökTube ! (on ne vous conseille vraiment pas d'y aller en solo)"
